Teks,label
Selamat! Pengajuan kenaikan limit kartu kredit Anda telah disetujui. Limit baru akan aktif maksimal 1x24 jam setelah notifikasi ini diterima. Info lengkap di aplikasi resmi.,2
"Tolong cek grup, dosen tadi kirim info perubahan jadwal presentasi untuk minggu depan. Terima kasih.",0
Tagihan BPJS Anda tertunggak. Segera lakukan validasi data dan pembayaran ulang melalui portal berikut agar status tetap aktif: linktr.ee/validasi Terima kasih.,1
"Besok kumpul jam 08.00 di kampus, jangan lupa bawa laptop. Syarat dan ketentuan berlaku.",0
Selamat! Anda mendapatkan promo cashback 15% untuk transaksi QRIS minimal Rp100.000 menggunakan Danamon hingga 12/04/2026.,2
BNI menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Harap abaikan jika sudah diproses.,2
Notifikasi keamanan: percobaan transaksi luar negeri dari Jakarta terdeteksi pada akun Anda. Konfirmasi dalam 15 menit melalui is.gd/cektrx. Info lengkap di aplikasi resmi.,1
SeaBank menghadirkan promo tabungan fleksibel dengan bunga kompetitif dan bebas biaya admin bulanan untuk pengguna baru yang registrasi bulan ini. Harap abaikan jika sudah diproses.,2
"Nasabah BNI, dapatkan voucher belanja Rp250.000 untuk pembukaan tabungan online selama periode promo. Syarat dan ketentuan berlaku.",2
"Yth pengguna DANA, akun Anda perlu sinkronisasi ulang. Silakan login ulang melalui verifikasi-akunsecure.com untuk menghindari suspend permanen. Syarat dan ketentuan berlaku.",1
"Pelanggan PLN, Anda memperoleh token listrik gratis subsidi pemerintah. Masukkan ID pelanggan dan nomor HP pada tautan berikut untuk proses klaim validasi-dataonline.site. Terima kasih.",1
"Pajak kendaraan Anda menunggak 2 bulan. Hindari denda tambahan, lakukan pembayaran melalui tautan resmi berikut: bank-hadiahcepat.site Info lengkap di aplikasi resmi.",1
"Nikmati cashback hingga Rp25.000 untuk pembayaran tagihan listrik, air, dan internet melalui aplikasi BNI. Promo berlaku sampai akhir bulan.",2
"Maaf aku baru balas, tadi habis kelas. Nanti malam kita bahas tugas bareng ya. Harap abaikan jika sudah diproses.",0
Peringatan! Rekening BSI Anda akan diblokir sementara karena sistem baru. Segera konfirmasi identitas dan PIN m-banking pada tautan berikut: pusat-konfirmasiid.com,1
Selamat nomor Anda memenangkan program Gebyar Blibli dan berhak atas hadiah smartphone terbaru. Klaim sekarang sebelum pukul 19.00 WIB.,1
Selamat! Anda mendapatkan promo cashback 50% untuk transaksi QRIS minimal Rp50.000 menggunakan Bank Jago hingga 14/04/2026.,2
